userId,movieId,tag,timestamp
208,72,whit stillman meets Diner,1139110502
342,32,post-apocalyptic,1327514530
342,32,psychology,1327514535
342,32,time travel,1327514526
342,50,organized crime,1328029111
342,50,twist ending,1328029102
342,50,twists & turns,1328029128
348,82,netflix,1313618543
558,32,Brad Pitt,1292121342
558,32,Bruce Willis,1292121342
619,7,Greg Kinnear,1187161220
619,7,romance,1187161195
619,11,president,1187162596
619,39,Alicia Silverstone,1187162362
619,39,romance,1187162371
619,62,inspirational,1184189215
619,62,moving,1184189215
619,62,music,1184189215
619,62,teacher,1184189215
619,62,tearful,1184189215
693,50,twist ending,1291892143
739,19,childhood fav,1241024516
739,19,Jim Carrey,1241024423
739,19,Simon Callow,1241024535
739,19,Steve Oedekerk,1241024537
969,97,class conflict,1426754226
1588,31,teacher changing lives,1326923701
1588,50,Benicio Del Toro,1282957759
1588,50,caper,1282957766
1588,50,complicated,1282957777
1588,50,conspiracy,1282957789
1588,50,heist,1282957813
1588,50,Kevin Spacey,1282957822
1588,50,Oscar (Best Supporting Actor),1282957832
1588,50,Oscar (Best Writing - Screenplay Written Directly for the Screen),1282957834
1588,50,suspense,1282957844
1588,50,thriller,1282957848
1588,50,twist ending,1282957850
1588,62,education,1282960034
1588,62,emotion,1282960055
1588,62,inspirational,1282960074
1588,62,inspirational teacher,1282960076
1588,62,Richard Dreyfuss,1282960087
1629,2,time travel,1394473320
1629,18,Quentin Tarantino,1394473514
1629,19,comedy,1394472400
1629,19,Jim Carrey,1394472402
1629,32,atmospheric,1394464120
1629,32,post-apocalyptic,1372449178
1629,32,time travel,1372449234
1629,32,twist ending,1372449170
1629,47,atmospheric,1394467903
1629,47,psychology,1394467906
1629,47,serial killer,1394467898
1629,50,complicated,1372449115
1629,50,ensemble cast,1372449119
1629,50,mindfuck,1372449124
1629,50,suspense,1372449129
1629,50,twist ending,1372449127
1629,70,twist ending,1394471728
1644,1,Watched,1417736680
1662,73,foreign language,1270512883
1662,73,opera,1270512875
1662,73,World War II,1270512872
1678,76,horror,1413401106
1678,76,post apocalyptic,1413401170
1741,1,computer animation,1183903155
1741,1,Disney animated feature,1183933307
1741,1,Pixar animation,1183934770
1741,1,T̩a Leoni does not star in this movie,1245093573
1741,2,adapted from:book,1178996523
1741,2,board game,1182730036
1741,2,childhood recaptured,1178996523
1741,2,game,1178996523
1741,2,herds of CGI animals,1178996523
1741,2,scary,1178996523
1741,2,see also:Zathura,1178996568
1741,2,time,1178996523
1741,2,time travel,1178996523
1741,7,remadeAs:Sabrina(1995),1186839362
1741,7,remakeOf:Sabrina(1954),1186839362
1741,7,upstairs-downstairs,1186839378
1741,8,adapted from:book,1183425179
1741,8,author:Mark Twain,1183417635
1741,10,007 (series),1241137891
1741,10,assassin,1226944839
1741,10,killer as protagonist,1226944839
1741,10,murder,1177184821
1741,14,biopic,1228924881
1741,14,character based on real person:Richard Nixon,1228924881
1741,14,US President,1228924901
1741,15,pirates,1183419994
1741,17,adapted from:book,1182132297
1741,17,author:Jane Austen,1182132297
1741,19,private detective,1324158743
1741,21,mafia,1177809840
1741,21,satire:Hollywood insiders,1177849501
1741,25,adapted from:book,1294239324
1741,25,author:John O'Brien,1294239324
1741,26,adapted from:play,1187306722
1741,26,playwright:Shakespeare,1226865107
1741,28,18th century,1283094857
1741,28,adapted from:book,1283004395
1741,28,Amanda Root is fabulous in this,1283004437
1741,28,author:Jane Austen,1283004413
1741,28,setting:England,1283094856
1741,31,high school,1182302622
1741,31,protagonist is a teacher,1315922582
1741,32,adapted from/inspired by:short film,1191777022
1741,32,nature of insanity,1191702632
1741,32,plot point:bio-medical danger,1223689940
1741,32,post-apocalyptic,1183932452
1741,32,remake of a french film,1354406823
1741,32,time travel,1178892858
1741,34,animal:pig,1190554490
1741,34,barnyard animals,1190554928
1741,35,compare:Bright Star (2009),1255899179
1741,35,compare:Carrington (1995),1255899179
1741,35,protagonist is painter (artist),1255898214
1741,35,protagonist is writer,1255898214
1741,36,Nun,1189880483
1741,38,twins/inter-related lives,1187301291
1741,39,adapted from:book,1186883158
1741,39,author:Jane Austen,1186883158
1741,41,adapted from:play,1226865408
1741,41,playwright:Shakespeare,1226864433
1741,44,adapted from:game,1182126033
1741,47,BFI modern classic,1177177428
1741,47,murder,1178879954
1741,47,serial killer,1178879954
1741,48,Disney animated feature,1183934442
1741,48,Related:Pocahontas (1995),1267398140
1741,62,high school,1227235688
1741,62,highschool music teacher,1241491628
1741,62,inspirational teacher,1241491686
1741,62,protagonist is a teacher,1315922557
1741,70,Sexualized violence,1242854906
1741,70,splatter,1242854895
1741,70,violence,1242854913
1741,92,related:Dr. Jekyll and Mr. Hyde,1238708760
1755,47,horror,1370378214
1755,47,psychology,1370378225
1763,29,children,1137350608
1763,29,Santa Claus,1137350608
1763,47,serial killer,1137351742
1849,6,realistic action,1368472057
1849,44,fighting,1368472284
1849,47,surprise ending,1368472355
1849,50,caper,1245605657
1849,50,con men,1368472269
1849,50,heist,1245605652
1849,50,mindfuck,1245605637
1849,50,surprise ending,1368472356
1849,50,suspense,1245605642
1849,50,twist ending,1245605644
1849,74,chick flick,1368472307
1849,95,action packed,1368471992
2024,32,Post apocalyptic,1241386328
2024,32,time travel,1241386328
2024,76,post apocalyptic,1144528033
2160,29,dystopia,1168526498
2270,50,Dark,1376794379
2270,50,suspense,1376794365
2270,50,twist ending,1376794366
2274,3,old people that is actually funny,1208582114
2274,16,de niro in pink,1208581679
2274,32,memory remains,1208580914
2274,47,Brad Pitt,1244555553
2274,47,disturbing,1244555568
2274,47,investigation,1244555569
2274,47,Kevin Spacey,1244555564
2274,47,Morgan Freeman,1244555555
2274,47,serial killer,1244555557
2274,47,twist ending,1244555558
2274,50,Benicio Del Toro,1244555417
2274,50,complicated,1244555425
2274,50,Kevin Spacey,1244555400
2274,50,organized crime,1244555412
2274,50,suspense,1244555401
2274,50,twist ending,1244555406
2299,1,Pixar,1403306852
2299,34,Animal movie,1406421199
2299,34,children,1406421214
2299,34,overrated,1406421190
2299,34,pigs,1406421227
2299,34,talking animals,1406421234
2492,6,Al Pacino,1285760191
2492,6,Michael Mann,1285760184
2492,6,Robert De Niro,1285760192
2611,47,crime,1146482548
2611,47,Kevin Spacey,1146482554
2611,47,serial killer,1146482538
2611,62,emotion,1146482503
2702,32,adventure,1378486251
2702,32,Brad Pitt,1378486260
2702,32,Bruce Willis,1378486258
2702,32,complicated,1378486263
2702,32,dystopia,1378486245
2702,32,future,1378486248
2702,32,post-apocalyptic,1378486243
2702,32,sci-fi,1378486234
2702,32,time travel,1378486237
2702,32,twist ending,1378486240
2702,32,violence,1378486254
2713,69,stoner,1387672284
2855,44,fighting,1368057398
2855,95,action packed,1368057003
2931,6,Al Pacino,1260657896
2931,6,Michael Mann,1260657883
2931,6,Natalie Portman,1260657886
2931,6,Robert De Niro,1260657891
2931,6,Val Kilmer,1260657904
2931,16,Joe Pesci,1249856056
2931,16,Martin Scorsese,1249856048
2931,16,Robert De Niro,1249856045
2931,16,Sharon Stone,1249856066
3029,17,based on a book,1404049138
3029,17,British,1404049092
3029,17,heartwarming,1404049145
3029,17,Hugh Grant,1404049099
3029,17,Jane Austen,1404049109
3029,17,period film,1404049085
3029,17,romance,1404049103
3031,19,detective,1369578474
3031,32,original,1369577755
3031,39,teen movie,1369578348
3051,39,Amy Heckerling,1346697368
3576,47,credits,1241406614
3576,47,Kevin Spacey,1241406598
3576,47,Morgan Freeman,1241406591
3576,47,predictable,1241406584
3576,50,Crime,1241291171
3576,50,ensemble cast,1241291151
3576,50,great ending,1241291141
3576,50,heist,1241291144
3576,50,Kevin Spacey,1241291141
3576,50,organized crime,1241291176
3576,50,suspense,1241291138
3576,50,twist ending,1241291135
3576,58,poetry,1176057192
3596,1,animation,1290312028
3596,1,family,1290312032
3596,1,Tom Hanks,1290312036
3596,17,Alan Rickman,1290364098
3596,17,British,1290364106
3596,17,costume drama,1290364108
3871,32,complicated,1262275893
3871,32,dystopia,1262275885
3871,32,post-apocalyptic,1262275871
3871,32,psychology,1262275875
3871,32,sci-fi,1262275868
3871,32,time travel,1262275869
3871,47,biblical,1245317000
3871,47,Brad Pitt,1245316942
3871,47,detective,1245316948
3871,47,Morgan Freeman,1245316959
3871,47,mystery,1245316964
3871,47,powerful ending,1245316967
3871,47,serial killer,1245316986
3916,17,18th century,1338986883
3916,17,Jane Austen,1338986861
3916,17,romance,1338986899
3916,17,trials and tribulations,1338986891
3916,28,18th century,1338986070
3916,28,Jane Austen,1338986080
4087,97,angry,1351289707
4087,97,black and white,1351289669
4087,97,bleak,1351289701
4087,97,confrontational,1351289668
4087,97,cynical,1351289702
4087,97,disturbing,1351289673
4087,97,drugs,1351289675
4087,97,french,1351289722
4087,97,ghetto,1351289671
4087,97,gritty,1351289672
4087,97,realistic,1351289681
4087,97,social commentary,1351289678
4087,97,still relevant,1351289692
4284,65,buddy comedy,1295133784
4284,65,Pauly Shore,1295133744
4284,65,stephen baldwin,1295133756
4450,7,based on a play,1409535205
4450,7,chick flick,1409535272
4450,7,finding yourself,1409535255
4450,7,Greg Kinnear,1409535231
4450,7,Harrison Ford,1409535193
4450,7,Paris,1409535396
4450,7,remake,1409535201
4450,7,ugly duckling,1409535396
4450,24,albino,1139708611
4450,24,special powers,1139708611
4450,29,abused children,1139708494
4450,29,surreal,1139708494
4450,36,death row,1139708506
4450,47,bradpitt,1137889233
4450,47,investigation,1249336829
4492,70,very unrealistic,1336905581
4550,25,depressing,1405675687
4550,25,realistic characters,1405675687
4575,19,detective,1368305411
4575,25,melancholic,1368305079
4575,32,original,1368304958
4660,25,depressing,1246656819
4660,25,Nudity (Topless),1246656814
4660,25,STAR-CROSSED LOVERS,1246656825
4660,50,mindfuck,1246655209
4802,50,Oscar Winner,1139844849
4812,32,Brad Pitt,1311205911
4812,32,Bruce Willis,1311205917
4851,47,dark,1289141371
4851,47,mystery,1289141381
4851,47,philosophical,1289141374
4851,47,serial killer,1289141367
4931,97,French Film,1247661675
4931,97,realistic,1247661675
5036,19,Jim Carrey,1259972317
5036,32,original,1368803611
5036,39,Netflix Finland,1358805995
5036,50,Netflix Finland,1418328065
5036,97,disturbing,1259965806
5036,97,social commentary,1259965808
5036,101,Luke Wilson,1331995621
5036,101,owen wilson,1331995643
5063,19,Gross-out,1246483638
5063,19,spit,1246483638
5101,47,serial killer,1137587849
5475,32,sci-fi,1251837538
5475,32,Terry Gilliam,1251837538
5475,50,Academy Award - Best Original Screenplay,1347770210
5475,50,Bryan Singer,1347769963
5475,50,Gabriel Byrne,1347769916
5514,18,multiple storylines,1419900575
5514,25,addiction,1419898045
5514,25,atmospheric,1419898038
5514,25,favorites,1419898031
5514,25,melancholic,1419898035
5800,44,fight scenes,1368793277
5800,44,ninja,1368793654
5800,70,bloody,1368793453
5815,50,organized crime,1282400486
5815,50,twist ending,1282400500
5936,50,organized crime,1365188216
5936,50,twist ending,1365188219
5995,29,surreal,1157816050
6233,1,Pixar,1387079572
6233,1,witty,1387079576
6431,2,board game,1328614308
6431,2,fantasy,1328614307
6431,2,Robin Williams,1328614303
6431,2,scary,1328614313
6431,2,time travel,1328614316
6431,47,dark,1334582516
6431,47,disturbing,1334582517
6431,47,Morgan Freeman,1334582501
6431,47,mystery,1334582514
6431,47,powerful ending,1334582506
6431,47,psychology,1334582504
6431,50,complicated,1338904082
6431,50,ensemble cast,1338904078
6431,50,Kevin Spacey,1340264384
6431,50,suspense,1338904073
6431,50,twist ending,1338904072
6431,76,artificial intelligence,1328613612
6431,76,horror,1328613613
6431,76,Philip K. Dick,1328613610
6431,76,post-apocalyptic,1328613616
6431,76,so bad it's good,1328613624
6431,76,to see: b-grade horror,1328613626
6731,2,Robin Williams,1145691722
6731,32,Brad Pitt,1145690623
6731,32,Bruce Willis,1145690620
6988,32,atmospheric,1253730332
6988,32,complicated,1253730335
6988,69,Chris Tucker,1253750669
6988,69,Ice Cube,1253750666
6988,97,bleak,1253727867
6988,97,cynical,1253727890
6988,97,racism,1253727872
7315,50,organized crime,1410058174
7350,41,great acting,1390226381
7350,41,Ian McKellen,1390226199
7421,32,sci-fi,1209510017
7443,32,complicated plot,1368641960
7443,44,fighting,1368643337
7443,50,excellent script,1368641718
7671,35,entirely dialogue,1368806188
7723,32,Futuristmovies.com,1137292482
7880,11,president,1138955933
7880,11,US President,1138955933
7880,11,White House,1138956008
7880,17,based on a book,1137500446
7880,17,Jane Austen,1137502341
7880,28,Jane Austen,1137764618
7880,32,remake of a french film,1137746750
7880,39,high school,1137764698
7884,17,19th century,1272505081
7884,17,Alan Rickman,1272505075
7884,17,Ang Lee,1272505146
7884,17,British,1272505129
7884,17,costume drama,1272505115
7884,17,Emma Thompson,1272505089
7884,17,historical,1272505110
7884,17,Jane Austen,1272505095
7884,17,Period,1272505100
7884,39,1990s,1272505775
7884,39,Alicia Silverstone,1272505677
7884,39,Brittany Murphy,1272505686
7884,39,teen,1272505700
7884,39,updated classics,1272505696
8219,1,Pixar,1159534063
8252,47,serial killer,1368335308
8265,6,ending lame,1213418083
8373,32,Brad Pitt,1381209664
8373,32,Bruce Willis,1381209663
8373,32,sci-fi,1381209656
8373,32,time travel,1381209654
8451,29,bleak,1416418719
8451,29,dark,1416418737
8451,29,visually appealing,1416418731
8488,19,detective,1367617224
8488,22,detective,1367617224
8488,32,great ending,1367617180
8488,39,teen movie,1367617010
8488,50,excellent script,1367616846
8513,50,short-term memory loss,1368317401
8527,10,007,1207767113
8527,10,Bond,1207767135
8601,16,character development,1409382124
8601,16,violent,1409382092
8768,47,worst ever,1180227635
8873,36,capital punishment,1287864970
8873,36,courtroom,1287864970
8873,36,death sentence,1287864970
8873,36,law,1287864970
8873,36,religion,1287864970
8932,14,Oliver Stone,1187220013
8996,50,Kevin Spacey,1175977800
9197,4,chick flick,1308558977
9197,4,revenge,1308558977
9197,5,Diane Keaton,1305522889
9197,5,family,1137102574
9197,5,sequel,1137102574
9197,5,Steve Martin,1305522889
9197,5,wedding,1137102574
9197,7,chick flick,1137102683
9197,7,remake,1137102683
9197,16,Las Vegas,1305522197
9197,16,organized crime,1305522197
9197,17,British,1137102696
9197,17,Shakespeare,1137102696
9197,34,animals,1137102501
9197,34,talking animals,1308559937
9197,39,chick flick,1137102553
9197,39,fashion,1137102553
9197,39,inspired by Jane Austen,1305521332
9197,39,teen,1137102553
9197,45,dark comedy,1137102707
9197,46,based on a book,1308558125
9197,52,Woody Allen,1137102635
9197,101,off-beat comedy,1137102513
9263,32,excellent,1169931827
9263,32,time travel,1169931837
9263,70,vampires,1171326181
9263,76,artificial intelligence,1170158555
9300,16,Martin Scorsese,1237559297
9300,47,twist ending,1237558827
9391,47,graphic violence,1147722197
9397,32,atmospheric,1284299764
9397,32,Brad Pitt,1284299746
9397,32,complicated,1284299749
9397,32,genetics,1284299771
9397,32,post-apocalyptic,1284299743
9397,32,psychology,1284299760
9397,32,sci-fi,1284299753
9397,32,time travel,1284299755
9397,32,violence,1284299762
9397,47,atmospheric,1284296100
9397,47,Brad Pitt,1284295999
9397,47,dark,1284296100
9397,47,detective,1284296038
9397,47,disturbing,1284296014
9397,47,investigation,1284296058
9397,47,Kevin Spacey,1284296011
9397,47,Morgan Freeman,1284296042
9397,47,powerful ending,1284296002
9397,47,psychology,1284296054
9397,47,serial killer,1284296005
9397,47,violent,1284296008
9815,22,mystery,1400935232
9815,22,serial killer,1400935232
9815,22,suspense,1400935232
9815,22,thriller,1400935232
9815,25,addiction,1310370715
9815,25,alcoholism,1310370713
9815,25,atmospheric,1310370710
9815,25,based on a book,1310370708
9815,25,dark,1310370706
9815,25,depressing,1310370704
9815,25,drama,1310370702
9815,25,intimate,1310370700
9815,25,loneliness,1310370697
9815,25,love,1310370694
9815,25,melancholy,1310370691
9815,25,Nicolas Cage,1310370689
9815,25,poignant,1310370687
9815,25,prostitution,1310370685
9815,25,SUICIDE,1310370682
9815,25,understated,1310370680
9815,32,adventure,1310202905
9815,32,atmospheric,1310202903
9815,32,Brad Pitt,1310202898
9815,32,British,1310202901
9815,32,Bruce Willis,1310202897
9815,32,classic,1310202858
9815,32,complicated,1310202895
9815,32,dystopia,1310202893
9815,32,future,1310202891
9815,32,genetics,1310202889
9815,32,great ending,1400971432
9815,32,imagination,1310202884
9815,32,imdb top 250,1310202882
9815,32,mental illness,1310202880
9815,32,post-apocalyptic,1310202877
9815,32,psychology,1310202875
9815,32,remake,1310202860
9815,32,sci-fi,1310202863
9815,32,time travel,1310202865
9815,32,twist ending,1310202867
9815,32,violence,1310202909
9815,45,dark comedy,1310581161
9815,45,Joaquin Phoenix,1310581164
9815,45,Journalism,1310581167
9815,45,library,1310581171
9815,45,Wayne Knight,1310581174
9815,47,atmospheric,1400935354
9815,47,Brad Pitt,1400971745
9815,47,crime,1400935354
